ori,agency_name,city,state,agency_type
OH0760300,Canal Fulton Police Department,canal fulton,OH,City
OH0760500,East Canton Police Department,east canton,OH,City
OH0760600,Hartville Police Department,hartville,OH,City
OH0760700,Louisville Police Department,louisville,OH,City
OH0760800,Massillon Police Department,massillon,OH,City
OH0761000,Navarre Police Department,navarre,OH,City
OH0761100,North Canton Police Department,north canton,OH,City
OH0761200,Beach City Police Department,beach city,OH,City
OH0761400,Hills and Dales Police Department,hills and dales,OH,City
OH0761800,Waynesburg Police Department,waynesburg,OH,City
OH0762100,Marlboro Township Police Department,marlboro township,OH,City
OH0762200,Lawrence Township Police Department,lawrence township,OH,City
OH0762300,"Perry Township Police Department, Stark County","perry township police department, stark county",OH,City
OH0762400,"Jackson Township Police Department, Stark County","jackson township police department, stark county",OH,City
OH0762500,Uniontown Police Department,uniontown,OH,City
OH0800200,Richwood Police Department,richwood,OH,City
OH0800100,Marysville Police Department,marysville,OH,City
OH0850800,Dalton Police Department,dalton,OH,City
OH0850100,Orrville Police Department,orrville,OH,City
OH0850300,Wooster Police Department,wooster,OH,City
OH0850400,Apple Creek Police Department,apple creek,OH,City
OH0850900,Doylestown Police Department,doylestown,OH,City
OH0851100,Marshallville Police Department,marshallville,OH,City
OH0851300,Shreve Police Department,shreve,OH,City
OH0851400,Smithville Police Department,smithville,OH,City
OH0851500,West Salem Police Department,west salem,OH,City
OH0050100,Athens Police Department,athens,OH,City
OH0050200,Glouster Police Department,glouster,OH,City
OH0050300,Nelsonville Police Department,nelsonville,OH,City
OH0050400,Albany Police Department,albany,OH,City
OH0050800,Jacksonville Police Department,jacksonville,OH,City
OH0051200,Coolville Police Department,coolville,OH,City
OH0090100,Fairfield Police Department,fairfield,OH,City
OH0090200,Hamilton Police Department,hamilton,OH,City
OH0090600,New Miami Police Department,new miami,OH,City
OH0090700,Oxford Police Department,oxford,OH,City
OH0090800,Seven Mile Police Department,seven mile,OH,City
OH0090900,Trenton Police Department,trenton,OH,City
OH0091300,Oxford Township Police Department,oxford township,OH,City
OH0091500,West Chester Township Police Department,west chester township,OH,City
OH0091600,Ross Township Police Department,ross township,OH,City
OH0091800,Fairfield Township Police Department,fairfield township,OH,City
OH0260500,Wauseon Police Department,wauseon,OH,City
OH0260100,Archbold Police Department,archbold,OH,City
OH0260200,Delta Police Department,delta,OH,City
OH0260300,Fayette Police Department,fayette,OH,City
OH0270100,Gallipolis Police Department,gallipolis,OH,City
OH0270600,Rio Grande Police Department,rio grande,OH,City
OH0281200,Bainbridge Township Police Department,bainbridge township,OH,City
OH0280100,Chardon Police Department,chardon,OH,City
OH0280300,Burton Police Department,burton,OH,City
OH0280500,Middlefield Police Department,middlefield,OH,City
OH0280600,South Russell Police Department,south russell,OH,City
OH0280800,Russell Township Police Department,russell township,OH,City
OH0281000,Chester Township Police Department,chester township,OH,City
OH0290700,Cedarville Police Department,cedarville,OH,City
OH0290500,Bellbrook Police Department,bellbrook,OH,City
OH0290400,Yellow Springs Police Department,yellow springs,OH,City
OH0290300,Xenia Police Department,xenia,OH,City
OH0290100,Fairborn Police Department,fairborn,OH,City
OH0291100,Beavercreek Police Department,beavercreek,OH,City
OH0290900,Jamestown Police Department,jamestown,OH,City
OH0291300,Sugarcreek Township Police Department,sugarcreek township,OH,City
OH0330500,Forest Police Department,forest,OH,City
OH0330200,Kenton Police Department,kenton,OH,City
OH0330100,Ada Police Department,ada,OH,City
OH0380100,Millersburg Police Department,millersburg,OH,City
OH0380200,Glenmont Police Department,glenmont,OH,City
OH0470800,Sheffield Lake Police Department,sheffield lake,OH,City
OH0470900,Wellington Police Department,wellington,OH,City
OH0471000,Grafton Police Department,grafton,OH,City
OH0471100,Kipton Police Department,kipton,OH,City
OH0471200,LaGrange Police Department,lagrange,OH,City
OH0471400,Sheffield Village Police Department,sheffield village,OH,City
OH0470700,North Ridgeville Police Department,north ridgeville,OH,City
OH0470600,Oberlin Police Department,oberlin,OH,City
OH0470500,Lorain Police Department,lorain,OH,City
OH0470400,Elyria Police Department,elyria,OH,City
OH0470300,Avon Lake Police Department,avon lake,OH,City
OH0470200,Avon Police Department,avon,OH,City
OH0470100,Amherst Police Department,amherst,OH,City
OH0510100,Marion Police Department,marion,OH,City
OH0521300,Montville Township Police Department,montville township,OH,City
OH0521400,Medina Township Police Department,medina township,OH,City
OH0521500,Brunswick Hills Township Police Department,brunswick hills township,OH,City
OH0520700,Westfield Center Police Department,westfield center,OH,City
OH0520800,Lodi Police Department,lodi,OH,City
OH0520900,Seville Police Department,seville,OH,City
OH0521000,Spencer Police Department,spencer,OH,City
OH0521200,Hinckley Township Police Department,hinckley township,OH,City
OH0520300,Wadsworth Police Department,wadsworth,OH,City
OH0520200,Medina Police Department,medina,OH,City
OH0520100,Brunswick Police Department,brunswick,OH,City
OH0540400,Coldwater Police Department,coldwater,OH,City
OH0540800,Rockford Police Department,rockford,OH,City
OH0540900,St. Henry Police Department,st. henry,OH,City
OH0540100,Celina Police Department,celina,OH,City
OH0540500,Fort Recovery Police Department,fort recovery,OH,City
OH0560100,Woodsfield Police Department,woodsfield,OH,City
OH0580100,McConnelsville Police Department,mcconnelsville,OH,City
OH0590100,Mount Gilead Police Department,mount gilead,OH,City
OH0590200,Cardington Police Department,cardington,OH,City
OH0620500,Genoa Police Department,genoa,OH,City
OH0620100,Oak Harbor Police Department,oak harbor,OH,City
OH0620200,Port Clinton Police Department,port clinton,OH,City
OH0620300,Clay Center Police Department,clay center,OH,City
OH0620400,Elmore Police Department,elmore,OH,City
OH0620600,Marblehead Police Department,marblehead,OH,City
OH0620700,Put-In-Bay  Police Department,put-in-bay,OH,City
OH0620800,Rocky Ridge Police Department,rocky ridge,OH,City
OH0620900,"Clay Township Police Department, Ottawa County","clay township police department, ottawa county",OH,City
OH0621300,Catawba Island Township Police Department,catawba island township,OH,City
OH0621400,Carroll Township Police Department,carroll township,OH,City
OH0680700,New Paris Police Department,new paris,OH,City
OH0680100,Eaton Police Department,eaton,OH,City
OH0680200,Camden Police Department,camden,OH,City
OH0680500,Gratis Police Department,gratis,OH,City
OH0680600,Lewisburg Police Department,lewisburg,OH,City
OH0680900,West Alexandria Police Department,west alexandria,OH,City
OH0691100,Leipsic Police Department,leipsic,OH,City
OH0691300,Ottoville Police Department,ottoville,OH,City
OH0691400,Pandora Police Department,pandora,OH,City
OH0690100,Ottawa Police Department,ottawa,OH,City
OH0691600,Kalida Police Department,kalida,OH,City
OH0691700,Belmore Police Department,belmore,OH,City
OH0690400,Columbus Grove Police Department,columbus grove,OH,City
OH0690500,Continental Police Department,continental,OH,City
OH0730200,Portsmouth Police Department,portsmouth,OH,City
OH0730100,New Boston Police Department,new boston,OH,City
OH0740200,Tiffin Police Department,tiffin,OH,City
OH0740800,Republic Police Department,republic,OH,City
OH0740700,New Riegel Police Department,new riegel,OH,City
OH0740500,Bloomville Police Department,bloomville,OH,City
OH0740400,Bettsville Police Department,bettsville,OH,City
OH0750300,Botkins Police Department,botkins,OH,City
OH0750100,Sidney Police Department,sidney,OH,City
OH0750800,Port Jefferson Police Department,port jefferson,OH,City
OH0750500,Jackson Center Police Department,jackson center,OH,City
OH0750400,Fort Loramie Police Department,fort loramie,OH,City
OH0771100,Silver Lake Police Department,silver lake,OH,City
OH0771200,Stow Police Department,stow,OH,City
OH0770900,Northfield Police Department,northfield,OH,City
OH0771400,Twinsburg Police Department,twinsburg,OH,City
OH0771500,Boston Heights Police Department,boston heights,OH,City
OH0771700,Munroe Falls Police Department,munroe falls,OH,City
OH0771800,Peninsula Police Department,peninsula,OH,City
OH0771900,Reminderville Police Department,reminderville,OH,City
OH0772000,"Bath Township Police Department, Summit County","bath township police department, summit county",OH,City
OH0772500,"Springfield Township Police Department, Summit County","springfield township police department, summit county",OH,City
OH0772600,Richfield Police Department,richfield,OH,City
OH0772700,Copley Township Police Department,copley township,OH,City
OH0772900,New Franklin Police Department,new franklin,OH,City
OH0773000,Sagamore Hills Police Department,sagamore hills,OH,City
OH0770700,Macedonia Police Department,macedonia,OH,City
OH0770600,Lakemore Police Department,lakemore,OH,City
OH0770500,Hudson Police Department,hudson,OH,City
OH0770400,Fairlawn Police Department,fairlawn,OH,City
OH0770300,Cuyahoga Falls Police Department,cuyahoga falls,OH,City
OH0770200,Barberton Police Department,barberton,OH,City
OH0770100,Akron Police Department,akron,OH,City
OH0820200,Hamden Police Department,hamden,OH,City
OH0820100,McArthur Police Department,mcarthur,OH,City
OH0831000,"Hamilton Township Police Department, Warren County","hamilton township police department, warren county",OH,City
OH0831500,Waynesville Police Department,waynesville,OH,City
OH0831600,Clearcreek Township Police Department,clearcreek township,OH,City
OH0830500,Morrow Police Department,morrow,OH,City
OH0830400,Mason Police Department,mason,OH,City
OH0830300,Lebanon Police Department,lebanon,OH,City
OH0830200,Harveysburg Police Department,harveysburg,OH,City
OH0830100,Franklin Police Department,franklin,OH,City
OH0030800,Mifflin Police Department,mifflin,OH,City
OH0030300,Perrysville Police Department,perrysville,OH,City
OH0030100,Ashland Police Department,ashland,OH,City
OH0071800,Richland Township Police Department,richland township,OH,City
OH0070100,Barnesville Police Department,barnesville,OH,City
OH0070200,Bellaire Police Department,bellaire,OH,City
OH0070300,Bridgeport Police Department,bridgeport,OH,City
OH0070400,Martins Ferry Police Department,martins ferry,OH,City
OH0070500,Powhatan Point Police Department,powhatan point,OH,City
OH0070600,Shadyside Police Department,shadyside,OH,City
OH0070700,St. Clairsville Police Department,st. clairsville,OH,City
OH0071100,Flushing Police Department,flushing,OH,City
OH0071600,Bethesda Police Department,bethesda,OH,City
OH0100100,Carrollton Police Department,carrollton,OH,City
OH0140400,Wilmington Police Department,wilmington,OH,City
OH0140100,Blanchester Police Department,blanchester,OH,City
OH0140300,Sabina Police Department,sabina,OH,City
OH0240100,Washington Court House Police Department,washington court house,OH,City
OH0320700,McComb Police Department,mccomb,OH,City
OH0320100,Findlay Police Department,findlay,OH,City
OH0370100,Logan Police Department,logan,OH,City
OH0400200,Wellston Police Department,wellston,OH,City
OH0400400,Oak Hill Police Department,oak hill,OH,City
OH0400100,Jackson Police Department,jackson,OH,City
OH0400300,Coalton Police Department,coalton,OH,City
OH0450100,Newark Police Department,newark,OH,City
OH0451100,Pataskala Police Department,pataskala,OH,City
OH0450200,Alexandria Police Department,alexandria,OH,City
OH0451200,St. Louisville Police Department,st. louisville,OH,City
OH0450700,Heath Police Department,heath,OH,City
OH0450800,Hebron Police Department,hebron,OH,City
OH0450900,Johnstown Police Department,johnstown,OH,City
OH0450300,Granville Police Department,granville,OH,City
OH0451000,Kirkersville Police Department,kirkersville,OH,City
OH0490100,London Police Department,london,OH,City
OH0490200,West Jefferson Police Department,west jefferson,OH,City
OH0670800,Hiram Police Department,hiram,OH,City
OH0670600,Windham Police Department,windham,OH,City
OH0670500,Ravenna Police Department,ravenna,OH,City
OH0670400,Mantua Police Department,mantua,OH,City
OH0671300,Brimfield Township Police Department,brimfield township,OH,City
OH0670200,Garrettsville Police Department,garrettsville,OH,City
OH0670100,Aurora Police Department,aurora,OH,City
OH0670300,Kent Police Department,kent,OH,City
OH0671200,Streetsboro Police Department,streetsboro,OH,City
OH0880100,Carey Police Department,carey,OH,City
OH0880200,Upper Sandusky Police Department,upper sandusky,OH,City
OH0060100,St. Marys Police Department,st. marys,OH,City
OH0060200,Wapakoneta Police Department,wapakoneta,OH,City
OH0060400,Cridersville Police Department,cridersville,OH,City
OH0060500,Minster Police Department,minster,OH,City
OH0060600,New Bremen Police Department,new bremen,OH,City
